Geographic Area Name,Meaning of NAICS code,Meaning of Sex code,Meaning of Ethnicity code,Meaning of Race code,Meaning of Veteran code,Year,Number of employer firms,"Sales, value of shipments, or revenue of employer firms ($1,000)",Number of employees,"Annual payroll ($1,000)",Relative standard error of employer firms (%)
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Black or African American,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Asian,Equally veteran/nonveteran,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Minority,Equally veteran/nonveteran,2019,D,D,500 to 999 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Equally minority/nonminority,Equally veteran/nonveteran,2019,D,D,500 to 999 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Nonminority,Equally veteran/nonveteran,2019,S,S,"10,000 to 24,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Total,Nonveteran,2019,42857,W,506643,24908316,2.7
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Female,Total,Total,Nonveteran,2019,11333,W,108526,4310537,6.2
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Male,Total,Total,Nonveteran,2019,26808,W,340871,18712061,3.8
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Equally male/female,Total,Total,Nonveteran,2019,4714,W,57245,1885718,19.2
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Hispanic,Total,Nonveteran,2019,1120,U,17420,578627,21.7
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Equally Hispanic/non-Hispanic,Total,Nonveteran,2019,192,R,934,50535,39.3
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Non-Hispanic,Total,Nonveteran,2019,41548,W,488289,24279154,2.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,White,Nonveteran,2019,34223,W,428426,21930699,3
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Black or African American,Nonveteran,2019,2508,U,34455,1309817,19
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,American Indian and Alaska Native,Nonveteran,2019,135,R,566,39116,46.3
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Asian,Nonveteran,2019,6206,W,46344,1724269,6.1
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Minority,Nonveteran,2019,9930,W,98731,3651346,6.1
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Equally minority/nonminority,Nonveteran,2019,437,R,2867,131393,24.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Total,Total,Nonminority,Nonveteran,2019,32490,W,405045,21125577,2.8
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Classifiable,Classifiable,Classifiable,Classifiable,2019,47972,W,583408,29461940,2.4
"Baltimore-Columbia-Towson, MD Metro Area",Total for all sectors,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,3490,W,607152,40360368,4.9
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Total,Total,Total,Total,2019,D,D,500 to 999 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Female,Total,Total,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Male,Total,Total,Total,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Equally male/female,Total,Total,Total,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Total,Non-Hispanic,Total,Total,2019,D,D,500 to 999 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Total,Total,White,Total,2019,D,D,500 to 999 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Total,Total,Nonminority,Total,2019,D,D,500 to 999 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Total,Total,Total,Veteran,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Total,Total,Total,Nonveteran,2019,D,D,500 to 999 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Classifiable,Classifiable,Classifiable,Classifiable,2019,D,D,500 to 999 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Agriculture, forestry, fishing and hunting(660)",Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Total,Total,Total,Total,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Female,Total,Total,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Male,Total,Total,Total,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Total,Non-Hispanic,Total,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Total,Total,White,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Total,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Total,Total,Minority,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Total,Total,Nonminority,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Total,Total,Total,Nonveteran,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Classifiable,Classifiable,Classifiable,Classifiable,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area","Mining, quarrying, and oil and gas extraction",Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Total,Total,Total,Total,2019,25,W,6330,887665,21.9
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Female,Total,Total,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Male,Total,Total,Total,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Equally male/female,Total,Total,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Total,Non-Hispanic,Total,Total,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Total,Total,White,Total,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Total,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Total,Total,Asian,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Total,Total,Minority,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Total,Total,Nonminority,Total,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Total,Total,Total,Veteran,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Total,Total,Total,Nonveteran,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Classifiable,Classifiable,Classifiable,Classifiable,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Utilities,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,D,D,"5,000 to 9,999 employees",D,D
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,Total,Total,2019,7066,W,101947,6506553,10.3
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Female,Total,Total,Total,2019,992,U,4653,270991,25.2
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Male,Total,Total,Total,2019,5139,W,76026,4652093,13.1
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Equally male/female,Total,Total,Total,2019,807,T,3623,174235,26.8
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Hispanic,Total,Total,2019,S,S,"1,000 to 2,499 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Equally Hispanic/non-Hispanic,Total,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Non-Hispanic,Total,Total,2019,6652,W,82044,4972839,11
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,White,Total,2019,6583,W,83309,5058573,8.4
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,Black or African American,Total,2019,S,S,250 to 499 employees,S,S
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,American Indian and Alaska Native,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,Asian,Total,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,Minority,Total,2019,S,S,"2,500 to 4,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,Equally minority/nonminority,Total,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,Nonminority,Total,2019,6295,W,80957,4927206,8.4
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,Total,Veteran,2019,S,S,"5,000 to 9,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,Total,Equally veteran/nonveteran,2019,D,D,"10,000 to 24,999 employees",D,D
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Total,Total,Total,Nonveteran,2019,6062,W,66656,4030743,11.8
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Classifiable,Classifiable,Classifiable,Classifiable,2019,6938,W,84302,5097319,11
"Baltimore-Columbia-Towson, MD Metro Area",Construction,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,S,S,"10,000 to 24,999 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,Total,Total,2019,1316,W,47610,3351008,7.6
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Female,Total,Total,Total,2019,211,T,2839,127968,23.1
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Male,Total,Total,Total,2019,871,W,15487,875334,9.8
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Equally male/female,Total,Total,Total,2019,105,T,2368,115143,20.5
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Hispanic,Total,Total,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Equally Hispanic/non-Hispanic,Total,Total,2019,D,D,20 to 99 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Non-Hispanic,Total,Total,2019,1178,W,20626,1115519,8.2
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,White,Total,2019,1111,W,20049,1081843,8.7
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,Black or African American,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,American Indian and Alaska Native,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,Asian,Total,2019,57,O,430,21885,16.1
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,Minority,Total,2019,87,R,733,41363,13
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,Equally minority/nonminority,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,Nonminority,Total,2019,1097,W,19943,1076232,8.7
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,Total,Veteran,2019,168,T,2945,149876,29.2
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,Total,Equally veteran/nonveteran,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Total,Total,Total,Nonveteran,2019,986,W,17379,952207,10.5
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Classifiable,Classifiable,Classifiable,Classifiable,2019,1187,W,20694,1118445,8.2
"Baltimore-Columbia-Towson, MD Metro Area",Manufacturing,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,129,W,26916,2232563,15.7
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,Total,Total,2019,2576,W,48001,3434217,10.3
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Female,Total,Total,Total,2019,329,U,3592,263819,25.8
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Male,Total,Total,Total,2019,1590,W,17218,1074838,14.1
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Equally male/female,Total,Total,Total,2019,286,U,2192,174969,28.6
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Hispanic,Total,Total,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Equally Hispanic/non-Hispanic,Total,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Non-Hispanic,Total,Total,2019,2173,W,22573,1490945,11.9
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,White,Total,2019,1866,W,20768,1408046,12.3
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,Black or African American,Total,2019,D,D,250 to 499 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,American Indian and Alaska Native,Total,2019,D,D,0 to 19 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,Asian,Total,2019,S,S,"1,000 to 2,499 employees",S,S
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,Minority,Total,2019,341,U,2600,122238,14.9
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,Equally minority/nonminority,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,Nonminority,Total,2019,1819,W,20189,1380967,13.4
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,Total,Veteran,2019,D,D,"1,000 to 2,499 employees",D,D
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,Total,Equally veteran/nonveteran,2019,D,D,"1,000 to 2,499 employees",D,D
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Total,Total,Total,Nonveteran,2019,1983,W,20303,1343443,11.1
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Classifiable,Classifiable,Classifiable,Classifiable,2019,2204,W,23001,1513626,11.3
"Baltimore-Columbia-Towson, MD Metro Area",Wholesale trade,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,371,W,25000,1920591,25.6
"Baltimore-Columbia-Towson, MD Metro Area",Retail trade,Total,Total,Total,Total,2019,5548,W,128150,3507807,8
"Baltimore-Columbia-Towson, MD Metro Area",Retail trade,Female,Total,Total,Total,2019,1459,U,6773,166302,22.5
"Baltimore-Columbia-Towson, MD Metro Area",Retail trade,Male,Total,Total,Total,2019,2966,W,32989,982041,14.5
"Baltimore-Columbia-Towson, MD Metro Area",Retail trade,Equally male/female,Total,Total,Total,2019,736,U,4544,143973,24
"Baltimore-Columbia-Towson, MD Metro Area",Retail trade,Total,Hispanic,Total,Total,2019,D,D,100 to 249 employees,D,D
"Baltimore-Columbia-Towson, MD Metro Area",Retail trade,Total,Equally Hispanic/non-Hispanic,Total,Total,2019,D,D,20 to 99 employees,D,D
